ev_id,ntsb_no,ev_type,ev_date,ev_dow,ev_time,ev_tmzn,ev_city,ev_state,ev_country,ev_site_zipcode,ev_year,ev_month,mid_air,on_ground_collision,latitude,longitude,latlong_acq,apt_name,ev_nr_apt_id,ev_nr_apt_loc,apt_dist,apt_dir,apt_elev,wx_brief_comp,wx_src_iic,wx_obs_time,wx_obs_dir,wx_obs_fac_id,wx_obs_elev,wx_obs_dist,wx_obs_tmzn,light_cond,sky_cond_nonceil,sky_nonceil_ht,sky_ceil_ht,sky_cond_ceil,vis_rvr,vis_rvv,vis_sm,wx_temp,wx_dew_pt,wind_dir_deg,wind_dir_ind,wind_vel_kts,wind_vel_ind,gust_ind,gust_kts,altimeter,wx_dens_alt,wx_int_precip,metar,ev_highest_injury,inj_f_grnd,inj_m_grnd,inj_s_grnd,inj_tot_f,inj_tot_m,inj_tot_n,inj_tot_s,inj_tot_t,invest_agy,ntsb_docket,ntsb_notf_from,ntsb_notf_date,ntsb_notf_tm,fiche_number,lchg_date,lchg_userid,wx_cond_basic,faa_dist_office,dec_latitude,dec_longitude
"20080211X00175","DFW08RA039","ACC","01/10/08 00:00:00","Th",1907,"UTC","Pitt Meadows",,"CA",,2008,1,,,"049130N","0122412W",,,,,0,,,,,,0,,,0,,,,0,0,,,,,0,0,0,"U",,"F","F",0,0,,,,"NONE",,,,0,0,2,0,2,"O",,,,,,"09/23/25 18:50:18","dobn",,,49.216634,-122.68387
"20080107X00026","SEA08LA057","ACC","01/01/08 00:00:00","Tu",2230,"UTC","Sonoma","CA","USA","95476",2008,1,"Y","N","381326N","1222659W",,"Schellville/Sonoma","OQ3","ONAP",0,,10,,"WFAC",2254,220,"DVO",2,7,"UTC","DAYL","CLER",0,0,"NONE",,,10,57,32,80,"U",10,"F","T",0,30.190001,,,,"NONE",,,,0,0,3,0,3,"N",,,,,,"09/25/20 18:05:31",,"VMC",,38.223888,-122.449722
"20080109X00036","DFW08CA054","ACC","01/01/08 00:00:00","Tu",2200,"UTC","Arcola","TX","USA","77583",2008,1,,,"293022N","0952836W",,"HOUSTON-SOUTHWEST","AXH","ONAP",0,,68,,"WFAC",1553,0,"SGR",,0,,"DAYL","CLER",0,0,"NONE",,,10,55,14,360,"U",15,"F","F",20,30.620001,,,,"NONE",,,,0,0,1,0,1,"N",,,,,,"09/25/20 18:05:31",,"VMC",,29.506111,-95.476669
"20080107X00027","DFW08LA055","ACC","01/03/08 00:00:00","Th",825,"UTC","Oklahoma City","OK","USA","73008",2008,1,,,"035321N","0973829W",,"Wiley Post","PWA","ONAP",0,,1299,,"WFAC",853,0,"PWA",1299,0,"UTC","NITE","CLER",0,0,"NONE",,,10,0,0,170,"U",16,"F","T",0,30.639999,,,,"FATL",1,0,0,0,0,8,0,9,,,,,,,"09/25/20 18:04:02",,"VMC",,35.533611,-97.64138699999999
"20080115X00051","DEN08CA047","ACC","01/02/08 00:00:00","We",2230,"UTC","Loveland","CO","USA","80538",2008,1,,,"040276N","0010504W",,"Fort Collins Loveland","FNL","ONAP",1,,5016,,"WFAC",2235,180,"KFNL",,1,"UTC","DAYL","CLER",0,0,"NONE",,,10,19,7,150,"U",5,"F","T",0,30.26,,,,"NONE",,,,0,0,1,0,1,"N",,,,,,"09/25/20 18:06:16",,"VMC",,40.451667,-105.001113
"20080115X00047","MIA08LA035","ACC","01/05/08 00:00:00","Sa",2045,"UTC","Spotsylvania","VA","USA","22551",2008,1,,,"038128N","0773515W",,,,"OFAP",0,,,,"WFAC",2043,30,"KEZF",85,12,"UTC","DAYL","CLER",0,0,"NONE",,,10,48,43,160,"U",5,"F","T",0,30.290001,,,,"MINR",,,,0,1,0,0,1,"N",,,,,,"09/25/20 18:04:02",,"VMC",,38.20222,-77.587501
"20080123X00096","NYC08LA075","ACC","01/05/08 00:00:00","Sa",2115,"UTC","Laurel","MD","USA","20724",2008,1,,,"039436N","0764940W",,"Suburban Airport","W18","OFAP",0,,148,,"WFAC",2121,80,"FME",150,3,"UTC","DAYL","CLER",0,0,"NONE",,,10,39,16,140,"U",4,"F","T",0,30.309999,,,,"MINR",,,,0,1,0,0,1,"N",,,,,,"09/25/20 18:06:16",,"VMC",,39.076667,-76.82777400000001
"20080116X00063","ANC08MA038","ACC","01/05/08 00:00:00","Sa",1743,"UTC","Kodiak","AK","USA","99615",2008,1,,,"057452N","0152287W","MEAS","Kodiak","ADQ","OFAP",0,,78,,"WFAC",1753,0,"ADQ",78,0,"UTC","DAYL","FEW",1600,0,,,,10,25,14,300,"U",17,"F","F",26,28.959999,,,,"FATL",,,,6,1,0,3,10,"N",,,,,,"09/25/20 18:04:46",,"VMC",,57.750556,-152.468612
"20080114X00044","MIA08LA036","ACC","01/06/08 00:00:00","Su",1510,"UTC","Miami","FL","USA","33186",2008,1,,,"253726N","0803426W",,,,"OFAP",5,,8,,"WFAC",1453,270,"KTMB",8,5,"UTC","DAYL","CLER",0,0,"NONE",,,10,73,59,100,"U",13,"F","T",0,30.290001,,,,"NONE",,,,0,0,2,0,2,"N",,,,,,"09/25/20 18:04:46",,"VMC",,25.623888,-80.57389000000001
"20080122X00087","NYC08LA077","ACC","01/07/08 00:00:00","Mo",2345,"UTC","DeLand","FL","USA","32763",2008,1,,,"028594N","0811758W",,,,"OFAP",0,,,,"WFAC",2353,230,"DAB",34,15,"UTC","DAYL","FEW",2000,7000,"BKN",,,10,66,61,70,"U",4,"F","T",0,30.299999,,,,"NONE",,,,0,0,2,0,2,"N",,,,,,"09/25/20 18:07:03",,"VMC",,28.984443,-81.299446
"20080220X00212","LAX08CA044","ACC","01/07/08 00:00:00","Mo",1915,"UTC","Exeter","CA","USA","93221",2008,1,,,"361419N","0119835W",,"THUNDERHAWK FIELD","O63","ONAP",0,,340,,"WFAC",1915,90,"VIS",,13,"UTC","DAYL","CLER",0,0,"NONE",,,10,52,43,340,"U",8,"F","T",0,30.09,,,,"NONE",,,,0,0,2,0,2,"N",,,,,,"09/25/20 18:06:16",,"VMC",,36.238609,-119.143058
"20080210X00166","NYC08CA074","ACC","01/02/08 00:00:00","We",1645,"UTC","Brunswick","GA","USA","31522",2008,1,,,"003196N","0812328W",,"Malcolm McKinnon Airport","SSI","ONAP",0,,19,,"WFAC",1753,0,"SSI",19,0,"UTC","DAYL","CLER",0,0,"NONE",,,9,37,5,300,"U",11,"F","F",24,30.370001,,,,"NONE",,,,0,0,3,0,3,"N",,,,,,"09/25/20 18:05:31",,"VMC",,31.151666,-81.391113
"20080210X00162","NYC08LA078","ACC","01/08/08 00:00:00","Tu",2123,"UTC","North Palm Bch","FL","USA","33408",2008,1,,,"264954N","0080218W",,,,"OFAP",0,,,,"WFAC",2153,195,"PBI",19,10,"UTC","DAYL","FEW",4000,0,"NONE",,,10,73,55,90,"U",9,"F","T",0,30.17,,,,"SERS",,,,0,0,0,1,1,"N",,,,,,"09/25/20 18:07:03",,"VMC",,26.831666,-80.03833
"20080312X00299","MIA08CA037","ACC","01/06/08 00:00:00","Su",1815,"UTC","Ellsworth","ME","USA","04605",2008,1,,,"044387N","0683757W",,"Philbrick Mountain","NONE","ONAP",0,,667,,"WFAC",1753,0,"KBGR",198,0,"UTC","DAYL",,0,6500,"OVC",,,10,36,28,200,"U",3,"F","T",0,30.120001,,,,"NONE",,,,0,0,2,0,2,"N",,,,,,"09/25/20 18:06:16",,"VMC",,44.635276,-68.632499
"20080111X00038","DCA08WA024","INC","01/03/08 00:00:00","Th",745,"UTC","Deauville Saint",,"FR",,2008,1,,,"482148N","0000922E",,,,,0,,,,,,0,,,0,,,,0,0,,,,,0,0,0,"U",,"F","F",0,0,,,,,,,,0,0,0,0,,"O",,,,,,"09/25/20 18:07:50",,,,48.363334,0.156111
"20080111X00039","DCA08WA025","INC","01/07/08 00:00:00","Mo",,,"Bangkok",,"TH",,2008,1,,,,,,,,,0,,,,,,0,,,0,,,,0,0,,,,,0,0,0,"U",,"F","F",0,0,,,,"NONE",,,,0,0,334,0,334,"O",,,,,,"09/25/20 18:07:50",,,,,
"20080117X00068","SEA08LA058","ACC","01/10/08 00:00:00","Th",2215,"UTC","Perris","CA","USA","92571",2008,1,,,"033535N","0117158W",,,,"OFAP",0,,,,"WFAC",2155,20,"RIV",1535,11,"UTC","DAYL","CLER",0,0,"NONE",,,10,64,37,0,"U",,"F","T",0,30.059999,,,,"FATL",,,,1,0,0,0,1,"N",,,,,,"09/25/20 18:05:31",,"VMC",,33.884723,-117.25222
"20080122X00081","DCA08WA026","INC","01/10/08 00:00:00","Th",1535,"UTC","Penicton",,"CA",,2008,1,,,"048510N","0119230W",,,,,0,,,,,,0,,,0,,,,0,0,,,,,0,0,0,"U",,"F","F",0,0,,,,"MINR",,,,0,11,77,0,88,"O",,,,,,"09/25/20 18:07:50",,,,48.849998,-119.383331
"20080219X00203","NYC08CA079","ACC","01/10/08 00:00:00","Th",44,"UTC","Sarasota","FL","USA","34239",2008,1,,,"271535N","0821715W",,,,"OFAP",0,,,,"WFAC",53,270,"SRQ",30,17,"UTC","DUSK","CLER",0,0,"NONE",,,10,64,55,0,"U",,"F","T",0,30.110001,,,,"NONE",,,,0,0,2,0,2,"N",,,,,,"05/17/22 13:26:42","broda","VMC",,27.259721,-82.287498
"20080123X00090","MIA08FA038","ACC","01/12/08 00:00:00","Sa",2038,"UTC","Clearwater","FL","USA","33762",2008,1,,,"275447N","0824029W","EST","St Petersburg-Clearwater Int'l","KPIE","OFAP",0,,11,,"WFAC",2035,0,"PIE",11,0,"UTC","DAYL","FEW",2600,0,"NONE",,,10,79,68,210,"U",11,"F","T",0,29.9,,,,"FATL",,,,3,0,0,0,3,"N",,,,,,"09/25/20 18:04:02",,"VMC",,27.913055,-82.67471999999999
"20080304X00261","MIA08CA039","ACC","01/12/08 00:00:00","Sa",2000,"UTC","Lapine","AL","USA","36046",2008,1,,,"315817N","0861723W",,"T W Spear Memorial Airport","4AL9","OFAP",0,,438,,"WFAC",2000,22,"KTOI",398,16,"UTC","DAYL","CLER",0,0,"NONE",,,10,61,36,0,"Y",,"T","T",0,29.950001,,,,"NONE",,,,0,0,1,0,1,"N",,,,,,"09/25/20 18:05:31",,"VMC",,31.971389,-86.28971799999999
"20080207X00153","SEA08CA059","ACC","01/13/08 00:00:00","Su",15,"UTC","La Verna","CA","USA","91750",2008,1,,,"035529N","1174654W",,"BRACKETT FIELD","POC","ONAP",0,,,,"WFAC",,0,,,0,,"DAYL","CLER",0,0,"NONE",,,30,72,0,0,"Y",,"T","T",0,0,,,,"NONE",,,,0,0,2,0,2,,,,,,,"09/25/20 18:06:16",,"VMC",,35.091388,-117.781669
"20080213X00179","SEA08LA060","ACC","01/14/08 00:00:00","Mo",120,"UTC","Santa Monica","CA","USA","90405",2008,1,,,"034057N","0118274W",,"SANTA MONICA MUNI","SMO","ONAP",0,,177,,"PILO",,0,,,0,,"DUSK","CLER",0,0,"NONE",,,10,0,0,0,"U",,"F","T",0,0,,,,"NONE",,,,0,0,3,0,3,"N",,,,,,"09/25/20 18:05:31",,"VMC",,34.015834,-118.45111
"20080116X00062","CHI08FA061","ACC","01/12/08 00:00:00","Sa",1739,"UTC","Port Clinton","OH","USA","43452",2008,1,,,"413138N","0825212W",,"CARL R KELLER FIELD","PCW","OFAP",1,,590,,"WFAC",1715,290,"TDZ",622,35,"UTC","DAYL","SCAT",2400,0,"NONE",,,10,36,25,0,"Y",4,"T","T",0,30.09,,,,"FATL",,,,4,0,0,0,4,"N",,,,,,"09/25/20 18:06:16","grol","VMC",,41.527221,-82.870002
"20080118X00073","SEA08LA061","ACC","01/14/08 00:00:00","Mo",329,"UTC","San Francisco","CA","USA","94128",2008,1,"N","Y","037378N","1222229W",,"San Francisco International","KSFO","ONAP",0,,13,,"WFAC",356,0,"KSFO",13,0,"UTC","NITE","CLER",0,0,"NONE",,,10,52,45,0,"U",,"F","T",0,30.27,,,,"NONE",,,,0,0,61,0,61,"N",,,,,,"09/25/20 18:06:16",,"VMC",,37.618888,-122.374725
"20080219X00204","NYC08CA080","ACC","01/11/08 00:00:00","Fr",1800,"UTC","Labelle","FL","USA","34741",2008,1,,,"264644N","0812556W",,,,"OFAP",0,,,,"WFAC",1753,240,"RSW",,22,"UTC","DAYL",,0,5000,"BKN",,,10,79,63,170,"U",10,"F","T",0,29.950001,,,,"NONE",,,,0,0,1,0,1,"N",,,,,,"09/25/20 18:04:02",,"VMC",,26.778888,-81.43222
"20080117X00069","SEA08LA063","ACC","01/13/08 00:00:00","Su",2334,"UTC","Centerville","WA","USA","98613",2008,1,,,"454259N","0120594W",,,,"OFAP",0,,,,"PILO",,0,,,0,,"DAYL","CLER",0,0,"NONE",,,10,48,43,0,"U",,"F","T",0,0,,,,"MINR",,,,0,1,1,0,2,"N",,,,,,"09/25/20 18:06:16",,"VMC",,45.716388,-120.984443
"20080115X00046","MIA08LA034","ACC","01/03/08 00:00:00","Th",2045,"UTC","Stevensville","MD","USA","21666",2008,1,,,"385821N","0761928W",,"BAY BRIDGE","W29","ONAP",1,,15,,"WFAC",2055,130,"ESN",72,16,"UTC","DAYL","SCAT",5000,0,"NONE",,,10,30,12,320,"U",11,"F","F",20,30.65,,,,"NONE",,,,0,0,1,0,1,"N",,,,,,"09/25/20 18:04:46",,"VMC",,38.972499,-76.32444700000001
"20080220X00219","DEN08WA048","ACC","01/07/08 00:00:00","Mo",800,"UTC","Zuzenhausen",,"DE","0",2008,1,,,"049240N","0008420E",,,,,0,,,,"WFAC",850,0,"EDFM",,0,,,,600,600,"BKN",,,2,43,43,200,"U",7,"F","F",0,29.860001,,,,"FATL",,,,1,1,0,0,2,"O",,,,,,"09/25/20 18:07:50",,"IMC",,49.400001,8.699999
"20080115X00052","DEN08LA049","ACC","01/12/08 00:00:00","Sa",2200,"UTC","Pine Bluffs","WY","USA","82082",2008,1,,,"041912N","0104749W",,"Pine Bluffs","82V","ONAP",0,,5152,,"WFAC",1510,0,"IBM",4926,0,,"DAYL","SCAT",9500,0,"NONE",,,10,34,21,340,"U",10,"F","F",15,30.030001,,,,"NONE",,,,0,0,2,0,2,"N",,,,,,"09/25/20 18:05:31",,"VMC",,41.153331,-104.130279
"20080213X00180","SEA08LA064","ACC","01/12/08 00:00:00","Sa",215,"UTC","Placerville","CA","USA","95667",2008,1,,,"384327N","1204512W",,"Placerville Airport","KPVF","ONAP",0,,2585,,"PILO",,0,,,0,,"NITE","CLER",0,0,"NONE",,,10,0,0,0,"U",,"F","T",0,0,,,,"NONE",,,,0,0,1,0,1,"N",,,,,,"09/25/20 18:07:03",,"VMC",,38.724166,-120.753334
"20080204X00131","SEA08CA065","ACC","01/08/08 00:00:00","Tu",2105,"UTC","Riverside","CA","USA","92507",2008,1,,,"335118N","1172543W",,,,"OFAP",0,,,,"WFAC",2053,360,"KRAL",819,7,"UTC","DAYL",,20000,20000,"BKN",,,10,149,0,280,"U",8,"F","T",0,30.15,,,,"NONE",,,,0,0,2,0,2,"N",,,,,,"09/25/20 18:06:16",,"VMC",,33.854999,-117.428611
"20080118X00079","DCA08WA027","ACC","01/11/08 00:00:00","Fr",1425,"UTC","Windhoek",,"NA",,2008,1,,,"223642S","0017454E",,,,,0,,,,"WFAC",,0,,,0,,,"CLER",0,0,"NONE",,,,0,0,0,"U",,"F","F",0,0,,,,"FATL",,,,6,0,0,0,6,"O",,,,,,"09/25/20 18:07:50",,"VMC",,-22.611665,17.081666
"20080204X00132","NYC08WA081","ACC","01/16/08 00:00:00","We",1850,"UTC","Kiteni",,"PE",,2008,1,,,"121128S","0073010W",,,,,0,,,,,,0,,,0,,,,0,0,,,,,0,0,0,"U",,"F","F",0,0,,,,,,,,0,0,0,0,,"O",,,,,,"09/25/20 18:07:50",,,,-12.191111,-73.00277699999999
"20080129X00119","DFW08FA056","ACC","01/17/08 00:00:00","Th",443,"UTC","Tulsa","OK","USA","74115",2008,1,,,"361333N","0955322W",,"Tulsa International Airport","KTUL","OFAP",2,,677,,"WFAC",446,150,"KTUL",677,1,"UTC","NITE",,0,800,"OVC",,,3,32,34,300,"U",18,"F","F",21,30,,,,"FATL",,,,1,0,0,0,1,"N",,,,,,"09/25/20 18:04:46",,"IMC",,36.225833,-95.889442
"20080214X00194","CHI08CA060","ACC","01/04/08 00:00:00","Fr",2045,"UTC","Whitmore Lake","MI","USA","48189",2008,1,,,"422235N","0834734W",,,,,0,,,,,1953,0,"ARB",839,0,"UTC","DAYL",,0,7000,"BKN",,,10,28,16,210,"U",11,"F","T",0,30.27,,,,"NONE",,,,0,0,2,0,2,,,,,,,"09/25/20 18:05:31",,"VMC",,42.376388,-83.792778
"20080129X00117","CHI08CA063","ACC","01/12/08 00:00:00","Sa",2027,"UTC","Newark","OH","USA","43056",2008,1,,,"040148N","0822743W",,,,,0,,,,"WFAC",1554,0,"VTA",,0,,"DAYL","CLER",0,0,"NONE",,,10,43,28,0,"U",0,"F","F",0,30.049999,,,,"NONE",,,,0,0,2,0,2,"N",,,,,,"09/25/20 18:04:46",,"VMC",,40.029998,-82.461944
"20080117X00065","DCA08RA028","ACC","01/17/08 00:00:00","Th",1,"UTC","London",,"GB",,2008,1,,,,,,,,,0,,,,,,0,,,0,,,,0,0,,,,,0,0,0,"U",,"F","F",0,0,,,,"MINR",,,,0,2,191,0,193,"O",,,,,,"07/14/24 18:16:10","andj",,,,
"20080117X00067","SEA08FA062","ACC","01/14/08 00:00:00","Mo",1508,"UTC","Lihue","HI","USA","96766",2008,1,,,"021512N","1591927W",,"Lihue","LIH","OFAP",0,,,,"WFAC",1453,180,"HLI",153,7,"UTC","NDRK","SCAT",4100,5500,"OVC",,,10,68,55,30,"U",23,"F","F",27,30.120001,,,,"FATL",,,,1,0,0,0,1,"N",,,,,,"09/25/20 18:06:16",,"VMC",,21.850555,-159.324172
"20080118X00075","ANC08LA032","ACC","01/16/08 00:00:00","We",1615,"UTC","Aniak","AK","USA","99557",2008,1,,,"613454N","1593230W",,"Aniak","PANI","OFAP",1,,88,,"WFAC",1616,260,"PANI",88,1,"UTC","DAYL",,0,600,,,,0.5,32,30,190,"U",5,"F","T",0,29.790001,,,,"SERS",,,,0,0,0,1,1,"N",,,,,,"09/25/20 18:04:02",,"IMC",,61.581665,-159.541671
"20080122X00085","CHI08FA066","ACC","01/17/08 00:00:00","Th",22,"UTC","Cleveland","OH","USA","44114",2008,1,,,"041313N","0081410W","MEAS","BURKE LAKEFRONT","BKL","OFAP",1,,583,,"WFAC",2353,180,"BKL",583,1,"UTC","NITE",,0,25000,"BKN",,,10,32,19,120,"U",6,"F","T",0,30.25,,,,"FATL",,,,1,0,0,0,1,"N",,,,,,"09/25/20 18:06:16",,"VMC",,41.517501,-81.683334
"20080118X00074","ANC08LA031","ACC","01/15/08 00:00:00","Tu",1839,"UTC","Bethel","AK","USA","99559",2008,1,,,"604647N","1615017W",,"Bethel","PABE","ONAP",0,,126,,"WFAC",1837,0,"PABE",126,0,"UTC","DAYL","SCAT",1400,3500,"BKN",,,10,30,27,160,"U",17,"F","T",0,29.360001,,,,"MINR",,,,0,1,4,0,5,"N",,,,,,"09/25/20 18:04:02",,"VMC",,60.779724,-161.838058
"20080123X00091","MIA08LA041","ACC","01/17/08 00:00:00","Th",1911,"UTC","Norwood","MA","USA","02062",2008,1,,,"421138N","0711040W",,"Norwood Memorial Airport","OWD","ONAP",0,,49,,"WFAC",1853,0,"KOWD",49,0,"UTC","DAYL","CLER",0,0,"NONE",,,10,30,23,200,"U",5,"F","T",0,30.299999,,,,"NONE",,,,0,0,1,0,1,"N",,,,,,"09/25/20 18:04:46",,"VMC",,42.193889,-71.17778
"20080215X00202","NYC08CA083","ACC","01/15/08 00:00:00","Tu",1715,"UTC","Fenner","NY","USA","13035",2008,1,,,"425952N","0754713W",,"Syracuse International Airport","SYR","OFAP",18,,421,,"WFAC",1215,310,"SYR",421,18,,"DAYL","SCAT",1000,1500,"BKN",,,1.5,28,25,340,"U",9,"F","T",0,29.799999,,,,"MINR",,,,0,1,3,0,4,"N",,,,,,"09/25/20 18:04:02",,"IMC",,42.997776,-75.786941
"20080220X00218","DEN08CA051","ACC","01/17/08 00:00:00","Th",2300,"UTC","Taos","NM","USA","87571",2008,1,,,"362729N","1054020W",,"TAOS MUNI","SKX","ONAP",0,,,,,,0,,,0,,"DUSK",,0,0,,,,,0,0,0,"U",,"F","F",0,0,,,,"NONE",,,,0,0,4,0,4,,,,,,,"09/25/20 18:06:16",,"VMC",,36.458057,-105.672225
"20080321X00354","NYC08CA084","ACC","01/05/08 00:00:00","Sa",2210,"UTC","Brooksville","FL","USA","34604",2008,1,,,"282824N","0822718W",,"Hernando County","BKV","ONAP",0,,,,,,0,,,0,,"DAYL",,0,0,,,,,0,0,0,"U",,"F","F",0,0,,,,"NONE",,,,0,0,2,0,2,"N",,,,,,"05/27/25 19:15:54","dobn","VMC",,28.473333,-82.455001
"20080128X00111","DFW08FA057","ACC","01/18/08 00:00:00","Fr",1830,"UTC","San Antonio","TX","USA","78207",2008,1,,,"292047N","0981740W","EST","San Antonio International","SAT","OFAP",17,,809,,"WFAC",1804,230,"SSF",577,6,"UTC","DAYL","CLER",0,600,"OVC",,,2,37,36,360,"U",10,"F","T",0,30.129999,,,,"FATL",,,,1,0,0,0,1,"N",,,,,,"09/25/20 18:04:02",,"IMC",,29.346389,-98.29444100000001
"20080312X00302","MIA08CA042","ACC","01/14/08 00:00:00","Mo",518,"UTC","Atlanta","GA","USA","30341",2008,1,,,"335232N","0084187W",,"Dekalb-Peachtree Airport","PDK","ONAP",0,,1003,,"WFAC",453,0,"KPDK",1003,0,"UTC","NITE","CLER",0,0,"NONE",,,10,43,32,280,"U",7,"F","T",0,30.049999,,,,"NONE",,,,0,0,1,0,1,"N",,,,,,"09/25/20 18:05:31",,"VMC",,33.875556,-84.30194
"20080312X00300","NYC08CA085","ACC","01/19/08 00:00:00","Sa",1900,"UTC","Arley","AL","USA","35541",2008,1,,,"034052N","0008778W",,,,"OFAP",0,,,,"WFAC",2000,45,"3A1",969,19,"UTC","DAYL","SCAT",6000,0,"NONE",,,10,52,21,300,"U",8,"F","T",0,30.209999,,,,"NONE",,,,0,0,2,0,2,"N",,,,,,"09/25/20 18:04:46",,"VMC",,34.014446,-87.118888
"20080131X00125","MIA08LA043","ACC","01/20/08 00:00:00","Su",2130,"UTC","Kissimmee","FL","USA","34741",2008,1,,,"281714N","0081268W",,"KISSIMMEE MUNI","ISM","ONAP",0,,82,,"WFAC",2130,16,"ORL",113,20,"UTC","DAYL","CLER",0,0,"NONE",,,10,54,37,360,"U",10,"F","F",14,30.32,,,,"NONE",,,,0,0,3,0,3,"N",,,,,,"09/25/20 18:04:46",,"VMC",,28.287221,-81.435554
"20080125X00104","NYC08WA082","ACC","01/12/08 00:00:00","Sa",1037,"UTC","Treviso",,"IT",,2008,1,,,"453855N","0121143E",,,,,0,,,,,,0,,,0,,,,0,0,,,,,0,0,0,"U",,"F","F",0,0,,,,"FATL",,,,2,0,0,0,2,"O",,,,,,"03/06/26 14:20:31","dobn",,,45.648612,12.195278
"20080128X00108","MIA08FA044","ACC","01/22/08 00:00:00","Tu",1734,"UTC","Ochopee","FL","USA","34141",2008,1,,,"255141N","0805250W",,"Dade-Collier T and T Airport","KTNT","ONAP",0,,13,,"WFAC",1653,97,"KMIA",10,33,"UTC","DAYL",,0,2100,"BKN",,,10,79,64,80,"U",15,"F","T",0,30.200001,,,,"FATL",,,,2,0,0,0,2,"N",,,,,,"09/25/20 18:04:02",,"VMC",,25.861389,-80.880554
"20080123X00098","LAX08FA047","ACC","01/18/08 00:00:00","Fr",2200,"UTC","Selma","CA","USA","93725",2008,1,,,"363354N","1194326W",,"Fresno Chandler Executive","KFCH","OFAP",12,,279,,"WFAC",2153,360,"KFAT",336,13,"UTC","DAYL","CLER",0,0,"NONE",,,5,55,34,290,"U",3,"F","T",0,30.200001,,,,"FATL",,,,1,0,0,0,1,"N",,,,,,"09/25/20 18:06:16",,"VMC",,36.564998,-119.723892
"20080220X00213","LAX08CA048","ACC","01/19/08 00:00:00","Sa",2100,"UTC","Vacaville","CA","USA","95687",2008,1,,,"382240N","1215742W",,"Nut Tree","VCB","ONAP",0,,117,,"WIT",,0,,,0,,"DAYL","CLER",0,0,"NONE",,,10,0,0,0,"U",,"F","T",0,0,,,,"MINR",,,,0,1,1,0,2,,,,,,,"09/25/20 18:06:16",,"VMC",,38.377777,-121.961669
"20080130X00124","LAX08FA049","ACC","01/20/08 00:00:00","Su",2334,"UTC","Corona","CA","USA","92882",2008,1,"Y","N","335256N","0117373W","EST",,,"OFAP",0,,,,"WFAC",2356,25,"AJO",533,1,"UTC","DAYL","CLER",0,0,"NONE",,,10,61,36,270,"U",7,"F","T",0,29.9,,,,"FATL",1,,,4,0,0,0,5,"N",,,,,,"09/25/20 18:06:16",,"VMC",,33.882221,-117.6175
"20080122X00084","DCA08WA030","ACC","01/15/08 00:00:00","Tu",1120,"UTC","Port Said",,"EG",,2008,1,,,,,,,,,0,,,,"WFAC",,0,,,0,,,"CLER",0,0,,,,,0,0,0,"U",,"F","F",0,0,,,,"FATL",,,,2,0,0,0,2,"O",,,,,,"09/25/20 18:07:50",,"VMC",,,
"20080122X00086","DCA08WA031","ACC","01/19/08 00:00:00","Sa",732,"UTC","Huambo",,"AO",,2008,1,,,"012466S","0155418E",,,,,0,,,,"WIT",,0,,,0,,,,0,0,,,,,0,0,0,"U",,"F","F",0,0,,,,"FATL",,,,13,0,0,0,13,"O",,,,,,"09/25/20 18:07:50",,"IMC",,-12.768333,15.904999
"20080122X00082","CHI08LA067","ACC","01/12/08 00:00:00","Sa",1838,"UTC","Garrison","MN","USA","56401",2008,1,,,"461917N","0935025W",,,,"OFAP",0,,,,"WFAC",1806,270,"BRD",1232,20,"UTC","DAYL",,0,1100,"OVC",,,8,21,16,360,"U",5,"F","T",0,30.01,,,,"SERS",,,,0,0,0,1,1,"N",,,,,,"09/25/20 18:07:03",,"VMC",,46.321388,-93.840278
"20080122X00088","CHI08IA065","INC","01/08/08 00:00:00","Tu",2345,"UTC","Lincoln","NE","USA","68524",2008,1,,,"040515N","0964555W",,"LINCOLN MUNI","LNK","ONAP",0,,1219,,"WFAC",2254,0,"LNK",1219,0,"UTC","NITE","CLER",0,0,"NONE",,,10,37,23,280,"U",6,"F","F",0,30.049999,,,,"NONE",,,,0,0,38,0,38,"N",,,,,,"09/25/20 18:06:16",,"VMC",,40.851387,-96.76527400000001
"20080411X00456","ANC08IA033","INC","01/18/08 00:00:00","Fr",1645,"UTC","Dutch Harbor","AK","USA","99692",2008,1,,,"535425N","1663257W",,"Dutch Harbor","L2G","ONAP",0,,,,"WFAC",1636,0,"PAUD",22,0,"UTC","DAYL","SCAT",2500,3300,"OVC",,,9,45,36,130,"U",37,"F","F",47,0,,,,"NONE",,,,0,0,2,0,2,"N",,,,,,"09/25/20 18:04:02",,"VMC",,53.906944,-166.549163
"20080125X00103","CHI08LA071","ACC","01/09/08 00:00:00","We",1249,"UTC","Detroit","MI","USA","48242",2008,1,,,"421245N","0832112W",,"Detroit Metro","DTW","OFAP",1,,645,,"WFAC",1253,270,"DTW",645,1,"UTC","DAYL",,0,3800,"BKN",,,10,39,30,280,"U",15,"F","T",0,29.889999,,,,"NONE",,,,0,0,73,0,73,"N",,,,,,"09/25/20 18:07:03",,"VMC",,42.212501,-83.35333199999999
